Frequency_desired,Amplitude_desired,Frequency_image,Amplitude_image,IRR
2090000000,-83.2396261416463,2110000000,-105.3237388480413,22.084112706395004
2100000000,-83.2774072837558,2100000000,-105.2774072837558,22.0
2110000000,-83.3237388480413,2090000000,-105.2396261416463,21.915887293604996
2120000000,-83.3654936437051,2080000000,-105.1972425143338,21.8317488706287
2130000000,-83.407041439769,2070000000,-105.1546708176972,21.74762937792819
2140000000,-83.4483589346065,2060000000,-105.1118989977262,21.663540063119697
2150000000,-83.4894548571691,2050000000,-105.0689066998585,21.57945184268941
2160000000,-83.5303033070633,2040000000,-105.0257132313538,21.4954099242905
2170000000,-83.5708990747929,2030000000,-104.9823064658523,21.4114073910594
2180000000,-83.6112571554734,2020000000,-104.9386910301582,21.3274338746848
2190000000,-83.6513933603047,2010000000,-104.8948509768657,21.243457616561003
2200000000,-83.6913418398293,2000000000,-104.8507850555599,21.15944321573059
2210000000,-83.7311507356199,1990000000,-104.8064928929881,21.075342157368198
2220000000,-83.7708480907486,1980000000,-104.7619696305617,20.991121539813093
2230000000,-83.8103934850187,1970000000,-104.7172098624832,20.90681637746451
2240000000,-83.8498013070414,1960000000,-104.672211157855,20.8224098508136
2250000000,-83.8890411914066,1950000000,-104.6269700800556,20.737928888648995
2260000000,-83.9280987421908,1940000000,-104.5814737475488,20.653375005358
2270000000,-83.9669924471656,1930000000,-104.5357304871489,20.5687380399833
2280000000,-84.005704119733,1920000000,-104.4897387080925,20.484034588359506
2290000000,-84.0442290172824,1910000000,-104.4435027347093,20.399273717426894
2300000000,-84.0825750139695,1900000000,-104.4027348610009,20.32015984703139
2310000000,-84.1207843381138,1890000000,-104.3502092774958,20.229424939382
2320000000,-84.1587862846669,1880000000,-104.3032114972944,20.144425212627496
2330000000,-84.196625471177,1870000000,-104.2559499088802,20.059324437703197
2340000000,-84.2342955399869,1860000000,-104.2084441538954,19.974148613908497
2350000000,-84.27180472891,1850000000,-104.1607066220813,19.888901893171308
2360000000,-84.3091427259516,1840000000,-104.1127295305427,19.80358680459109
2370000000,-84.3463253590772,1830000000,-104.0645254254867,19.71820006640951
2380000000,-84.383338906328,1820000000,-104.0160877639049,19.6327488575769
2390000000,-84.4201958330435,1810000000,-103.967394785104,19.547198952060512
2400000000,-84.4568961800949,1800000000,-103.9184192451947,19.461523065099797
2410000000,-84.4934473710712,1790000000,-103.8691179431039,19.375670572032703
2420000000,-84.5298300973271,1780000000,-103.8194768724145,19.28964677508739
2430000000,-84.5660670679376,1770000000,-103.7695060459673,19.20343897802971
2440000000,-84.6021506410795,1760000000,-103.7192105585371,19.117059917457595
2450000000,-84.6380784357755,1750000000,-103.6686098902404,19.030531454464906
2460000000,-84.6738659588238,1740000000,-103.6177084882865,18.9438425294627
2470000000,-84.7094873857903,1730000000,-103.5664970951365,18.8570097093462
2480000000,-84.7449768932611,1720000000,-103.5149795759933,18.770002682732198
2490000000,-84.780312369605,1710000000,-103.4631280240978,18.6828156544928
2500000000,-84.8155061061969,1700000000,-103.4109968772053,18.5954907710084
2510000000,-84.8505603268181,1690000000,-103.3585573678305,18.507997041012402
2520000000,-84.8854672779236,1680000000,-103.3057678243458,18.42030054642221
2530000000,-84.9202350097912,1670000000,-103.2526470220878,18.3324120122966
2540000000,-84.9548717250529,1660000000,-103.1992060553286,18.244334330275706
2550000000,-84.9893548824301,1650000000,-103.1454175340408,18.156062651610696
2560000000,-85.0237102615491,1640000000,-103.0912960355116,18.067585773962506
2570000000,-85.0579207291451,1630000000,-103.0368235274774,17.9789027983323
2580000000,-85.0919997775318,1620000000,-102.98200443887,17.89000466133821
2590000000,-85.1259431832774,1610000000,-102.9268244348974,17.800881251619998
2600000000,-85.1597524072298,1600000000,-102.8712830862446,17.7115306790148
2610000000,-85.1934239615621,1590000000,-102.815389185535,17.621965223972893
2620000000,-85.2269872057178,1580000000,-102.7591101813454,17.5321229756276
2630000000,-85.2603999173055,1570000000,-102.7024675451475,17.442067627841993
2640000000,-85.2936868209336,1560000000,-102.6454316756681,17.351744854734505
2650000000,-85.3268470154012,1550000000,-102.5880191672311,17.261172151829896
2660000000,-85.3598709420611,1540000000,-102.5301946306434,17.1703236885823
2670000000,-85.3927845563962,1530000000,-102.4720039074679,17.0792193510717
2680000000,-85.4255576544429,1520000000,-102.4133979396893,16.987840285246406
2690000000,-85.4582240540845,1510000000,-102.3543889106314,16.896164856546903
2700000000,-85.4907439686691,1500000000,-102.2949444564736,16.804200487804508
2710000000,-85.5231550734043,1490000000,-102.2350982388517,16.71194316544741
2720000000,-85.5554293897763,1480000000,-102.174819354702,16.619389964925702
2730000000,-85.5875852869723,1470000000,-102.1141169288829,16.526531641910594
2740000000,-85.6195881264409,1460000000,-102.0529650707333,16.43337694429239
2750000000,-85.6514971161003,1450000000,-101.9913733418122,16.339876225711905
2760000000,-85.6832385670371,1440000000,-101.9293266634899,16.24608809645281
2770000000,-85.7148563949072,1430000000,-101.8668199788295,16.151963583922296
2780000000,-85.7463343549441,1420000000,-101.8038521319516,16.057517777007504
2790000000,-85.7776876571245,1410000000,-101.7404109088384,15.962723251713896
2800000000,-85.8089480757063,1400000000,-101.6764814336168,15.867533357910503
2810000000,-85.8401196201312,1390000000,-101.6120665152639,15.7719468951327
2820000000,-85.8712712395345,1380000000,-101.5471617785047,15.675890538970208
2830000000,-85.9023641478446,1370000000,-101.4817492386915,15.579385090846912
2840000000,-85.9334033355053,1360000000,-101.4158292307796,15.48242589527429
2850000000,-85.9643199606709,1350000000,-101.3493880467141,15.38506808604319
2860000000,-85.9951354549476,1340000000,-101.2824178793002,15.287282424352597
2870000000,-86.0258099720677,1330000000,-101.2148998701736,15.189089898105891
2880000000,-86.0563505825681,1320000000,-101.146848414902,15.090497832333895
2890000000,-86.0867844654922,1310000000,-101.0782420063292,14.991457540837004
2900000000,-86.1208321955261,1300000000,-101.0088451071967,14.8880129116706
2910000000,-86.147248835686,1290000000,-100.939312648769,14.792063813083004
2920000000,-86.1772903572087,1280000000,-100.8689768681038,14.691686510895096
2930000000,-86.2072370611464,1270000000,-100.7980494872088,14.5908124260624
2940000000,-86.2370663344975,1260000000,-100.7265122355521,14.489445901054594
2950000000,-86.2667812153371,1250000000,-100.6543549526374,14.3875737373003
2960000000,-86.296405674367,1240000000,-100.5815699991738,14.2851643248068
2970000000,-86.3259039757091,1230000000,-100.5081392509821,14.182235275273001
2980000000,-86.3553199964823,1220000000,-100.4340527674299,14.07873277094761
2990000000,-86.3846248955378,1210000000,-100.3593091066555,13.974684211117705
3000000000,-86.4138546674991,1200000000,-100.2838970535464,13.870042386047302
3010000000,-86.4429899617081,1190000000,-100.207809208065,13.764819246356907
3020000000,-86.4720174311339,1180000000,-100.131038965175,13.659021534041088
3030000000,-86.5009659215453,1170000000,-100.0535806891225,13.552614767577197
3040000000,-86.5297936152238,1160000000,-99.9754068456933,13.445613230469505
3050000000,-86.5585468050568,1150000000,-99.8964923304902,13.337945525433398
3060000000,-86.587189612468,1140000000,-99.816829189115,13.229639576647003
3070000000,-86.6157530773034,1130000000,-99.7363851322393,13.12063205493591
3080000000,-86.6441975212086,1120000000,-99.6551531024802,13.010955581271602
3090000000,-86.6725333363155,1110000000,-99.5731170961147,12.900583759799204
3100000000,-86.7038767067309,1100000000,-99.4172564129205,12.713379706189599
3110000000,-86.7288802482397,1090000000,-99.4065786070214,12.677698358781697
3120000000,-86.7569020458184,1080000000,-99.3220221666727,12.565120120854289
3130000000,-86.7847883722996,1070000000,-99.2366048583795,12.451816486079892
3140000000,-86.812562681124,1060000000,-99.1502986700849,12.337735988960887
3150000000,-86.8402267582714,1050000000,-99.0630880878554,12.222861329584006
3160000000,-86.8677773616057,1040000000,-98.9749483384749,12.107170976869199
3170000000,-86.8952754398766,1030000000,-98.8858639039874,11.9905884641108
3180000000,-86.9227080977833,1020000000,-98.7958138652774,11.873105767494096
3190000000,-86.9501329309751,1010000000,-98.7047733082227,11.754640377247597
3200000000,-86.9775394550276,1000000000,-98.6127282179725,11.635188762944907
3210000000,-87.0049195385925,990000000,-98.5196476711341,11.514728132541592
3220000000,-87.0322482683334,980000000,-98.4255091398039,11.393260871470503
3230000000,-87.0594645690334,970000000,-98.3302853577896,11.270820788756211
3240000000,-87.0866033856654,960000000,-98.2339560150491,11.147352629383704
3250000000,-87.1136088350073,950000000,-98.1364960775654,11.022887242558099
3260000000,-87.1404958025838,940000000,-98.0378611108755,10.897365308291697
3270000000,-87.1673135142035,930000000,-97.9380430769118,10.770729562708297
3280000000,-87.1940182205287,920000000,-97.8369910165841,10.642972796055389
3290000000,-87.220644207974,910000000,-97.7346938325984,10.514049624624391
3300000000,-87.2472110517758,900000000,-97.7929100791671,10.545699027391294
3310000000,-87.2736408515881,890000000,-97.5261822202039,10.252541368615809
3320000000,-87.2999832452824,880000000,-97.4199155377855,10.119932292503094
3330000000,-87.3262784146696,870000000,-97.312247043953,9.985968629283391
3340000000,-87.3524844119228,860000000,-97.2031509488616,9.850666536938803
3350000000,-87.3786207192393,850000000,-97.0925814092313,9.713960689992007
3360000000,-87.4046535353117,840000000,-96.9805041194302,9.575850584118498
3370000000,-87.4306157478819,830000000,-96.8668731133224,9.436257365440497
3380000000,-87.4565164583773,820000000,-96.7516567078235,9.295140249446206
3390000000,-87.4823166904369,810000000,-96.6348049555509,9.152488265114002
3400000000,-87.5080632143962,800000000,-96.5162735006253,9.008210286229101
3410000000,-87.5337155729385,790000000,-96.396011742206,8.862296169267495
3420000000,-87.5592952657055,780000000,-96.2739564759194,8.714661210213904
3430000000,-87.5848075899527,770000000,-96.1500529628095,8.565245372856793
3440000000,-87.6102392287636,760000000,-96.0242328886418,8.413993659878201
3450000000,-87.6355922190686,750000000,-95.8964424973432,8.260850278274603
3460000000,-87.6608861045675,740000000,-95.7666175554142,8.105731450846704
3470000000,-87.6860882321271,730000000,-95.6346863765267,7.948598144399597
3480000000,-87.7112306094303,720000000,-95.5005879994956,7.789357390065291
3490000000,-87.7362940155442,710000000,-95.3642364369015,7.627942421357304
3500000000,-87.7612610316307,700000000,-95.2265111634228,7.465250131792104
3510000000,-87.7861892979645,690000000,-95.084499020742,7.298309722777503
3520000000,-87.8110483468452,680000000,-94.9409308566201,7.129882509774902
3530000000,-87.8358190108171,670000000,-94.7947816915854,6.958962680768295
3540000000,-87.8605034106286,660000000,-94.6459528367445,6.785449426115903
3550000000,-87.8851594176646,650000000,-94.4943458245795,6.609186406914901
3560000000,-87.9097290760272,640000000,-94.3398503565476,6.430121280520396
3570000000,-87.9342268060508,630000000,-94.1823506159739,6.248123809923101
3580000000,-87.9586444342959,620000000,-94.0217230860053,6.0630786517093895
3590000000,-87.9830146437418,610000000,-93.8578401625546,5.8748255188127985
3600000000,-88.007291133694,600000000,-93.6905656081968,5.683274474502809
3610000000,-88.0315168331036,590000000,-93.5197456150155,5.4882287819119
3620000000,-88.0556724204332,580000000,-93.34522260409,5.2895501836568
3630000000,-88.079758720711,570000000,-93.1668246478252,5.087065927114196
3640000000,-88.1037754523411,560000000,-92.9843700576171,4.880594605276002
3650000000,-88.1277366613706,550000000,-92.7976561611725,4.6699194998018925
3660000000,-88.1516208170228,540000000,-92.606462137664,4.454841320641194
3670000000,-88.1754403474966,530000000,-92.4105545921994,4.2351142447028
3680000000,-88.1991926668627,520000000,-92.2096670542255,4.010474387362805
3690000000,-88.2228723448153,510000000,-92.0035157435201,3.7806433987047967
3700000000,-88.2465124343363,500000000,-91.7916490528371,3.5451366185008055
3710000000,-88.2700929063649,490000000,-91.5740793459889,3.303986439624012
3720000000,-88.2935931112087,480000000,-91.3500316691768,3.0564385579681073
3730000000,-88.3170386668805,470000000,-91.1191648687466,2.8021262018660877
3740000000,-88.3404072014899,460000000,-90.8809436992136,2.540536497723707
3750000000,-88.3637137373746,450000000,-90.6347494694412,2.2710357320666077
3760000000,-88.3869717014917,440000000,-90.3798561430146,1.9928844415229037
3770000000,-88.4101471274581,430000000,-90.1154036029721,1.7052564755139912
3780000000,-88.4332619376597,420000000,-89.840355146105,1.4070932084453034
3790000000,-88.4563077474606,410000000,-89.5534597566688,1.0971520092082017
3800000000,-88.4792876035399,400000000,-89.2531772638218,0.7738896602818954
3810000000,-88.5021597576577,390000000,-88.9376115059235,0.43545174826580535
3820000000,-88.5250015853102,380000000,-88.6043863636136,0.07938477830339252
3830000000,-88.5477662001448,370000000,-88.2505241336016,-0.2972420665432054
3840000000,-88.570509227284,360000000,-87.8722554099932,-0.698253817290805
3850000000,-88.5931820046896,350000000,-87.4648183610594,-1.1283636436301947
3860000000,-88.6158212274547,340000000,-87.022191044024,-1.5936301834307045
3870000000,-88.6384002003718,330000000,-86.5368153506309,-2.1015848497409024
3880000000,-88.6609437052891,320000000,-85.9993240507507,-2.6616196545383985
3890000000,-88.6833900234803,310000000,-85.3983630944766,-3.285026929003706
3900000000,-88.7077708705419,300000000,-84.6333583150488,-4.074412555493112
3910000000,-88.7281717156431,290000000,-83.9513331189773,-4.776838596665797
3920000000,-88.7504748573442,280000000,-83.0753732193775,-5.675101637966705
3930000000,-88.7727140903278,270000000,-82.0794230305754,-6.693291059752397
3940000000,-88.7949054007349,260000000,-80.9552006257049,-7.83970477503
3950000000,-88.8170231543227,250000000,-79.7039067688723,-9.113116385450397
3960000000,-88.8390879167576,240000000,-78.3417480301232,-10.497339886634407
3970000000,-88.8611082808794,230000000,-76.9061537385157,-11.954954542363708
3980000000,-88.8830498985078,220000000,-75.4612707001998,-13.421779198308002
3990000000,-88.9049401167221,210000000,-74.0982303277319,-14.806709788990204
4000000000,-88.9267931525269,200000000,-72.92156981085381,-16.005223341673087
4010000000,-88.9485685695684,190000000,-72.0165939564157,-16.93197461315269
4020000000,-88.9703045998941,180000000,-71.41295498968,-17.557349610214104
4030000000,-88.9919769918287,170000000,-71.07624737184119,-17.915729619987502
4040000000,-89.013596541049,160000000,-70.9355222671568,-18.0780742738922
4050000000,-89.035163871173,150000000,-70.9186815203346,-18.116482350838396
4060000000,-89.056670183345,140000000,-70.9713788062767,-18.0852913770683
4070000000,-89.078153114289,130000000,-71.0591755188335,-18.018977595455496
4080000000,-89.099570924157,120000000,-71.1624805686385,-17.937090355518507
4090000000,-89.120953912654,110000000,-71.27083288669431,-17.850121025959695
4100000000,-89.14019537915,100000000,-41.5439554514898,-47.5962399276602
4110000000,-89.163534691919,90000000,-71.48308132385739,-17.680453368061606
4120000000,-89.184721281101,80000000,-71.5818808559022,-17.602840425198806
4130000000,-89.205889039081,70000000,-71.67352021916571,-17.53236881991529
4140000000,-89.226980804532,60000000,-71.7565431905377,-17.470437613994307
4150000000,-89.248019015637,50000000,-71.82957184911649,-17.418447166520508
4160000000,-89.268997632046,40000000,-71.8913228216974,-17.377674810348594
4170000000,-89.289912940473,30000000,-71.94065286635819,-17.34926007411481
4180000000,-89.310762654591,20000000,-71.9766104734739,-17.334152181117105
4190000000,-89.331528007023,10000000,-71.998480487779,-17.33304751924399
4200000000,-89.352270703892,0,-75.0161203980751,-14.3361503058169
